Label,Timestamp,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18
Infested,2026-02-09 15:34:14,29.33329200744629,146.4353790283203,550.5524291992188,181.7880859375,197.5464324951172,254.3135986328125,46.805477142333984,50.57338333129883,33.924251556396484,53.44382858276367,4.043641567230225,3.82653284072876,1171.3497314453125,615.9020385742188,1508.0601806640625,840.6664428710938,290.9895935058594,133.88711547851562
Infested,2026-02-09 15:34:19,29.33329200744629,145.49668884277344,548.7263793945312,181.7880859375,197.5464324951172,254.3135986328125,46.805477142333984,50.57338333129883,33.924251556396484,53.44382858276367,4.043641567230225,3.82653284072876,1166.7335205078125,622.1760864257812,1496.7760009765625,831.6270141601562,288.3680419921875,132.74278259277344
Infested,2026-02-09 15:35:52,58.66658401489258,137.9871826171875,369.7739868164063,220.3238067626953,196.809310913086,239.3539886474609,78.0091323852539,99.29651641845705,90.29837799072266,55.40507125854492,5.39152193069458,6.696432590484619,761.6658325195312,316.8392333984375,1213.0574951171875,735.4804077148438,247.2974548339844,104.1344223022461
Infested,2026-02-09 15:35:58,58.66658401489258,138.92587280273438,368.8609619140625,220.3238067626953,197.5464324951172,240.03396606445312,78.0091323852539,99.29651641845705,90.29837799072266,54.91476058959961,5.39152193069458,6.696432590484619,759.3577270507812,313.7022399902344,1199.355224609375,724.7974853515625,244.67593383789065,102.9900894165039
Infested,2026-02-09 15:36:02,58.66658401489258,138.92587280273438,369.7739868164063,220.3238067626953,197.5464324951172,240.03396606445312,78.0091323852539,99.29651641845705,89.79949188232422,54.91476058959961,5.39152193069458,6.696432590484619,758.2037353515625,311.6108703613281,1186.458984375,714.936279296875,242.0543975830078,101.84575653076172
Infested,2026-02-09 15:41:44,26.888851165771484,127.66161346435548,461.9892578125,175.9239501953125,217.448486328125,324.3518371582031,33.69994354248047,37.004913330078125,23.44764518737793,22.06396675109864,2.69576096534729,2.86989974975586,655.4942626953125,330.4330139160156,976.088134765625,616.3244018554688,222.82986450195312,96.12408447265624
Infested,2026-02-09 15:41:52,25.25922393798828,119.21341705322266,429.1204528808594,165.87115478515625,204.9175567626953,297.15252685546875,32.45179748535156,35.77141571044922,22.44987297058105,21.083345413208008,2.69576096534729,2.86989974975586,580.481689453125,288.6060485839844,887.4261474609375,563.7313842773438,206.2268524169922,89.2580795288086
Infested,2026-02-09 15:41:57,23.62959671020508,109.8265380859375,399.90374755859375,156.6560821533203,190.9123992919922,273.3531188964844,30.579578399658203,34.53792190551758,21.950986862182617,19.612415313720703,2.69576096534729,1.91326642036438,560.863037109375,286.51470947265625,860.8275146484375,546.4743041992188,200.9837951660156,86.96940612792969
Infested,2026-02-09 15:45:11,33.4073600769043,159.57701110839844,587.0733032226562,200.2182159423828,245.45880126953125,353.5910949707031,62.40730285644531,69.69258880615234,46.89529037475586,59.32755661010742,5.39152193069458,5.739799499511719,793.9789428710938,614.8563842773438,1396.023681640625,776.5687255859375,263.026611328125,120.15510559082033
Infested,2026-02-09 15:45:16,30.96291923522949,143.6193084716797,535.031005859375,185.1390075683593,227.76808166503903,329.1117248535156,63.031375885009766,68.45909118652344,44.40085983276367,58.83724594116211,4.717581748962402,5.739799499511719,774.3602905273438,586.6231689453125,1359.7528076171875,756.0245971679688,257.7835693359375,119.01077270507812
Infested,2026-02-09 15:45:23,28.518478393554688,126.7229232788086,475.6845703125,168.3843536376953,207.8660125732422,299.1924743652344,61.159156799316406,64.75859832763672,40.40977096557617,57.36631393432617,4.717581748962402,4.78316593170166,797.4410400390625,591.8515625,1333.9603271484375,743.6980590820312,256.035888671875,119.01077270507812
Infested,2026-02-09 15:47:07,26.074037551879883,113.58129119873048,374.339111328125,149.11648559570312,175.43301391601562,218.9544982910156,30.579578399658203,35.154666900634766,23.44764518737793,24.51551818847656,3.369701147079468,2.86989974975586,830.908203125,308.4738464355469,707.68408203125,408.4176330566406,159.91319274902344,77.81473541259766
Infested,2026-02-09 15:47:15,32.59254837036133,154.88357543945312,475.6845703125,209.4332733154297,224.8196258544922,299.8724670410156,38.06845474243164,43.172401428222656,26.939847946166992,30.88955307006836,3.369701147079468,3.82653284072876,635.8755493164062,285.4690246582031,804.40625,443.7535400390625,157.2916717529297,78.95906829833984
Infested,2026-02-09 15:50:25,44.81475067138672,222.46913146972656,790.67724609375,325.0404357910156,379.6134643554688,492.9876098632813,68.02396392822266,74.00982666015625,45.89751815795898,62.759727478027344,6.065462112426758,5.739799499511719,2192.67431640625,943.197998046875,1708.7587890625,911.3383178710938,341.6724548339844,169.36148071289062
